ID,Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
17,Paavo Johannes Aaltonen,M,28,5.7,141,Finland,1948,Gymnastics Men's Individual All-Around,Bronze
25,Alf Lied Aanning,M,24,NA,NA,Norway,1920,"Gymnastics Men's Team All-Around, Free System",Silver
38,Karl Jan Aas,M,20,NA,NA,Norway,1920,"Gymnastics Men's Team All-Around, Free System",Silver
51,Nstor Abad Sanjun,M,23,5.5,141,Spain,2016,Gymnastics Men's Individual All-Around,NA
133,Franz Abb,M,NA,NA,NA,Germany,1900,Gymnastics Men's Individual All-Around,NA
163,Ismail Abdallah,M,NA,NA,NA,United Arab Republic,1960,Gymnastics Men's Individual All-Around,NA
223,Mahmoud Abdel-Aal,M,19,NA,NA,Egypt,1948,Gymnastics Men's Individual All-Around,NA
230,Moustafa Abdelal,M,NA,NA,NA,Egypt,1948,Gymnastics Men's Individual All-Around,NA
244,Raouf Abdelraouf,M,22,5.5,139,Egypt,2000,Gymnastics Men's Individual All-Around,NA
394,Irene Abel,F,19,5.2,106,East Germany,1972,Gymnastics Women's Individual All-Around,NA
396,Katja Abel,F,25,5.4,121,Germany,2008,Gymnastics Women's Individual All-Around,NA
403,Ruth Abeles,F,18,5,106,Israel,1960,Gymnastics Women's Individual All-Around,NA
455,Denis Mikhaylovich Ablyazin,M,19,5.3,137,Russia,2012,Gymnastics Men's Team All-Around,NA
506,Andrei Abraham,M,19,NA,NA,Romania,1936,Gymnastics Men's Individual All-Around,NA
508,Bernhard Abraham,M,NA,NA,NA,Germany,1906,Gymnastics Men's Team All-Around,NA
521,Isak Abrahamsen,M,21,NA,NA,Norway,1912,"Gymnastics Men's Team All-Around, Free System",Gold
566,Jos Filipe Abreu,M,20,5.2,141,Portugal,1968,Gymnastics Men's Individual All-Around,NA
581,Elisabeta Abrudeanu,F,26,NA,NA,Romania,1952,Gymnastics Women's Individual All-Around,NA
610,Ginko Abukawa-Chiba,F,22,4.9,101,Japan,1960,Gymnastics Women's Individual All-Around,NA
627,Andreea Roxana Acatrinei,F,16,4.9,88,Romania,2008,Gymnastics Women's Individual All-Around,NA
635,Alfredo Accorsi,M,27,NA,NA,Italy,1908,Gymnastics Men's Team All-Around,NA
697,Fausto Alesio Acke (Padovini-),M,22,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
774,"Nicolas Dominique ""Nic"" Adam",M,30,NA,NA,Luxembourg,1912,Gymnastics Men's Team All-Around,NA
800,Georgi Mirchev Adamov,M,25,5.7,141,Bulgaria,1964,Gymnastics Men's Individual All-Around,NA
970,Lena Kristina Adler,F,18,5.3,123,Sweden,1960,Gymnastics Women's Individual All-Around,NA
976,Jonna Eva-Maj Adlerteg,F,17,5,84,Sweden,2012,Gymnastics Women's Individual All-Around,NA
1003,Lena Annika Adomat,F,16,5.3,123,Sweden,1980,Gymnastics Women's Individual All-Around,NA
1071,Kseniya Dmitriyevna Afanasyeva,F,16,5.2,106,Russia,2008,Gymnastics Women's Individual All-Around,NA
1109,Lavinia Agache (-Carney),F,16,4.9,88,Romania,1984,Gymnastics Women's Individual All-Around,NA
1168,Umberto Agliorini,M,NA,NA,NA,Italy,1908,Gymnastics Men's Team All-Around,NA
1176,Nemo Agodi,M,20,NA,NA,Italy,1908,Gymnastics Men's Team All-Around,NA
1211,"Estella ""Stella"" Agsteribbe (-Blits)",F,19,NA,NA,Netherlands,1928,Gymnastics Women's Team All-Around,Gold
1222,ngel Aguiar Garca,M,21,NA,NA,Cuba,1948,Gymnastics Men's Individual All-Around,NA
1235,Andreas Aguilar,M,26,5.5,148,West Germany,1988,Gymnastics Men's Individual All-Around,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,1948,Gymnastics Men's Individual All-Around,NA
1483,Nobuyuki Aihara,M,21,5.1,117,Japan,1956,Gymnastics Men's Individual All-Around,NA
1485,Yutaka Aihara,M,21,5.1,121,Japan,1992,Gymnastics Men's Individual All-Around,NA
1505,Joan Winnifred Airey (-Weedon),F,22,NA,NA,Great Britain,1948,Gymnastics Women's Team All-Around,NA
1526,Samir At Sad,M,26,5.5,143,France,2016,Gymnastics Men's Team All-Around,NA
1630,Nikolaos Akestoridis,M,NA,NA,NA,Greece,1906,"Gymnastics Men's Individual All-Around, 5 Events",NA
1667,Mirabella Viliamivna Akhunu,F,17,5.2,110,Ukraine,2004,Gymnastics Women's Individual All-Around,NA
1668,Aleksandr Akhyun,M,19,NA,NA,Russia,1912,Gymnastics Men's Individual All-Around,NA
1938,Nashwan Haidar Al-Harazi,M,21,5.3,119,Yemen,2008,Gymnastics Men's Individual All-Around,NA
2325,Ion Albert,M,26,NA,NA,Romania,1936,Gymnastics Men's Individual All-Around,NA
2336,Angela Alberti,F,23,5.3,121,Italy,1972,Gymnastics Women's Individual All-Around,NA
2347,Georg Albert Christian Albertsen,M,30,NA,NA,Denmark,1920,"Gymnastics Men's Team All-Around, Free System",Gold
2423,Nancy Aldama Ruiloba,F,22,5.1,115,Cuba,1968,Gymnastics Women's Individual All-Around,NA
2476,Ilian Vasiliev Aleksandrov,M,20,5.6,146,Bulgaria,1992,Gymnastics Men's Individual All-Around,NA
2490,Liliyana Lyubenova Aleksandrova,F,21,5.5,148,Bulgaria,1964,Gymnastics Women's Individual All-Around,NA
2586,Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,19,5.6,139,Iceland,1996,Gymnastics Men's Individual All-Around,NA
2665,Ahmed Khalaf Khalaf Ali,M,NA,NA,NA,Egypt,1948,Gymnastics Men's Individual All-Around,NA
2756,Georgios Aliprantis,M,NA,NA,NA,Greece,1906,"Gymnastics Men's Individual All-Around, 5 Events",NA
2757,Nikolaos Aliprantis,M,NA,NA,NA,Greece,1906,"Gymnastics Men's Individual All-Around, 5 Events",NA
2795,Ahmed Issam Allam,M,20,NA,NA,Egypt,1952,Gymnastics Men's Individual All-Around,NA
2823,Allgr,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
2848,James Kanati Allen,M,21,5.7,141,United States,1968,Gymnastics Men's Individual All-Around,NA
2860,Monique Marie Allen,F,16,5.2,101,Australia,1988,Gymnastics Women's Individual All-Around,NA
2898,Vittorio Allievi,M,21,5.4,143,Italy,1984,Gymnastics Men's Individual All-Around,NA
2959,Lenke Almsi,F,15,4.9,88,Hungary,1980,Gymnastics Women's Individual All-Around,NA
3014,Dante Aloisi,M,NA,NA,NA,Roma,1906,Gymnastics Men's Team All-Around,NA
3066,Barbara Alred (-Collins),F,18,5.2,115,Great Britain,1972,Gymnastics Women's Individual All-Around,NA
3081,Tabea Lara Alt,F,16,5.2,110,Germany,2016,Gymnastics Women's Team All-Around,NA
3142,Maria Avelina Alvarez,F,18,5.3,99,Portugal,1980,Gymnastics Women's Individual All-Around,NA
3155,Francisco Jos lvarez,M,NA,5.6,NA,Mexico,1932,Gymnastics Men's Parallel Bars,NA
3241,Mohamed Aly,M,NA,NA,NA,Egypt,1948,Gymnastics Men's Individual All-Around,NA
3249,Maksim Nikolayevich Alyoshin,M,21,5.4,139,Russia,2000,Gymnastics Men's Individual All-Around,NA
3267,Isabella del Carmen Amado Medrano,F,19,5.1,130,Panama,2016,Gymnastics Women's Individual All-Around,NA
3281,Simona Amnar (-Tabr),F,16,5.2,97,Romania,1996,Gymnastics Women's Individual All-Around,Bronze
3353,Rocco Roberto Amboni,M,24,5.5,137,Italy,1984,Gymnastics Men's Individual All-Around,NA
3362,Bianca Ambrosetti,F,14,NA,NA,Italy,1928,Gymnastics Women's Team All-Around,Silver
3423,Hilda Amezaga Harfuch,F,18,5.1,104,Mexico,1972,Gymnastics Women's Individual All-Around,NA
3501,Maria Laura Silva Amorim,F,20,NA,NA,Portugal,1952,Gymnastics Women's Individual All-Around,NA
3508,Arturo Jorge Amos,M,21,NA,NA,Argentina,1948,Gymnastics Men's Individual All-Around,NA
3554,Arthur Martinius Amundsen,M,22,NA,NA,Norway,1908,Gymnastics Men's Team All-Around,Silver
3594,An Myong-Hwa,F,17,NA,NA,North Korea,1992,Gymnastics Women's Individual All-Around,NA
3649,Themistoklis Anastasoglou,M,NA,NA,NA,Greece,1906,"Gymnastics Men's Individual All-Around, 5 Events",NA
3669,William Peter Andelfinger,M,23,5.5,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
3675,Thomas Andergassen,M,24,5.4,137,Germany,2004,Gymnastics Men's Individual All-Around,NA
3696,Axel Sigurd Andersen,M,20,NA,NA,Denmark,1912,Gymnastics Men's Individual All-Around,NA
3702,Carl Andersen,M,27,NA,NA,Denmark,1906,Gymnastics Men's Team All-Around,Silver
3703,Carl Albert Andersen,M,29,NA,NA,Norway,1906,"Gymnastics Men's Individual All-Around, 5 Events",NA
3704,Carl C. Andersen,M,NA,NA,NA,Denmark,1908,Gymnastics Men's Team All-Around,NA
3705,Carl Rudolf Svend Andersen,M,20,NA,NA,Denmark,1920,"Gymnastics Men's Team All-Around, Free System",Gold
3735,Hjalmart Nrregaard Andersen (-Eering),M,22,NA,NA,Denmark,1912,"Gymnastics Men's Team All-Around, Free System",Bronze
3749,Jrgen Marius Andersen,M,26,NA,NA,Norway,1912,"Gymnastics Men's Team All-Around, Swedish System",Bronze
3771,Peter Villemoes Andersen,M,28,NA,NA,Denmark,1912,"Gymnastics Men's Team All-Around, Swedish System",Silver
3883,Albert Per Andersson,M,17,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
3890,Karl Arvid Andersson (-Holtman),M,23,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
3928,Elsa Ingrid Andersson (-Wallin),F,24,NA,NA,Sweden,1948,Gymnastics Women's Team All-Around,NA
3957,"Martha Louise ""Mrta"" Andersson (-Ingemansson, -Karlsson)",F,23,NA,NA,Sweden,1948,Gymnastics Women's Team All-Around,NA
4048,Rebeca Rodrigues de Andrade,F,17,5,101,Brazil,2016,Gymnastics Women's Individual All-Around,NA
4079,Adriano Andreani,M,28,NA,NA,Italy,1908,Gymnastics Men's Team All-Around,NA
4108,Arnaldo Andreoli,M,26,NA,NA,Italy,1920,Gymnastics Men's Team All-Around,Gold
4131,Trine Helene Andresen (-Svendheim),F,16,5.2,119,Norway,1972,Gymnastics Women's Individual All-Around,NA
4148,Sidney H. Andrew,M,NA,NA,NA,Great Britain,1920,Gymnastics Men's Team All-Around,NA
4189,Nikolaos Andriakopoulos,M,NA,NA,NA,Greece,1896,Gymnastics Men's Rope Climbing,Gold
4198,Nikolay Yefimovich Andrianov,M,19,5.4,132,Soviet Union,1972,Gymnastics Men's Individual All-Around,NA
4309,Stoyanka Dobreva Angelova,F,24,NA,NA,Bulgaria,1952,Gymnastics Women's Individual All-Around,NA
4312,Alphonse Anger,M,32,NA,NA,France,1948,Gymnastics Men's Individual All-Around,NA
4333,Matteo Angioletti,M,23,5.3,157,Italy,2004,Gymnastics Men's Individual All-Around,NA
4367,Damir Ani,M,24,5.5,141,Yugoslavia,1968,Gymnastics Men's Individual All-Around,NA
4564,Edvard Antonijevi,M,25,NA,NA,Yugoslavia,1928,Gymnastics Men's Individual All-Around,NA
4595,Mihly Antos,M,NA,NA,NA,Hungary,1908,Gymnastics Men's Individual All-Around,NA
4706,Maria Apostolidi,F,15,4.9,86,Greece,2004,Gymnastics Women's Individual All-Around,NA
4712,Elbieta Rozalia Apostolska (-Kamiska),F,20,5.2,123,Poland,1964,Gymnastics Women's Individual All-Around,NA
4772,Lajos Aradi (Kmetyk),M,28,NA,NA,Hungary,1912,Gymnastics Men's Team All-Around,Silver
4838,Istvn Aranyos,M,22,5.5,139,Hungary,1964,Gymnastics Men's Individual All-Around,NA
5002,Paul Arets,M,NA,NA,NA,Belgium,1920,"Gymnastics Men's Team All-Around, Swedish System",Bronze
5056,Ferhat Arcan,M,23,5.8,150,Turkey,2016,Gymnastics Men's Individual All-Around,NA
5070,Hikoroku Arimoto,M,20,NA,NA,Japan,1936,Gymnastics Men's Individual All-Around,NA
5135,Egidio Armelloni,M,27,NA,NA,Italy,1936,Gymnastics Men's Individual All-Around,NA
5220,"Edward Randall ""Eddie"" Arnold",M,22,5.5,152,Great Britain,1972,Gymnastics Men's Individual All-Around,NA
5254,Felix Aronovich,M,24,5.5,139,Israel,2012,Gymnastics Men's Individual All-Around,NA
5322,Miguel Arroyo Prez,M,18,5.4,119,Cuba,1980,Gymnastics Men's Individual All-Around,NA
5332,Lise Isabelle Arsenault-Goertz,F,17,5.3,108,Canada,1972,Gymnastics Women's Individual All-Around,NA
5350,Elena Artamendi Garca,F,21,NA,NA,Spain,1960,Gymnastics Women's Individual All-Around,NA
5351,Montserrat Artamendi Garca,F,18,NA,NA,Spain,1960,Gymnastics Women's Individual All-Around,NA
5363,"Alexander Vladimirovich ""Sasha"" Artemev",M,22,5.5,NA,United States,2008,Gymnastics Men's Individual All-Around,NA
5381,Marta Artigas y Masdeu,F,16,5.2,71,Spain,1984,Gymnastics Women's Individual All-Around,NA
5396,Vladimir Nikolayevich Artyomov,M,23,5.5,139,Soviet Union,1988,Gymnastics Men's Individual All-Around,Gold
5488,Karl Gsta sbrink,M,26,NA,NA,Sweden,1908,Gymnastics Men's Team All-Around,Gold
5497,George Aschenbrener,M,NA,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
5659,Edmund Aspinall,M,NA,NA,NA,Great Britain,1908,Gymnastics Men's Individual All-Around,NA
5700,Polina Hryhorivna Astakhova,F,20,5.4,123,Soviet Union,1956,Gymnastics Women's Individual All-Around,NA
5761,Nikolay Kalinkov Atanasov,M,28,NA,NA,Bulgaria,1952,Gymnastics Men's Individual All-Around,NA
5767,Rayna Atanasova,F,24,5.4,137,Bulgaria,1968,Gymnastics Women's Individual All-Around,NA
5891,Aubert,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
5906,Jean Aubry,M,23,NA,NA,France,1936,Gymnastics Men's Individual All-Around,NA
5912,Martine Audin (-Bonin),F,17,5.1,108,France,1976,Gymnastics Women's Individual All-Around,NA
5913,Nadine Audin (-Bredillet),F,14,5.2,110,France,1972,Gymnastics Women's Individual All-Around,NA
5948,Axel Louis Augis,M,25,5.6,157,France,2016,Gymnastics Men's Individual All-Around,NA
6039,Otto Fredrik Authn,M,21,NA,NA,Norway,1908,Gymnastics Men's Team All-Around,Silver
6042,Eila Kaarina Autio (-Helle),F,19,5.4,112,Finland,1960,Gymnastics Women's Individual All-Around,NA
6049,Eugne Auwerkeren,M,34,NA,NA,Belgium,1920,Gymnastics Men's Team All-Around,Silver
6064,Anna Avanzini,F,18,NA,NA,Italy,1936,Gymnastics Women's Team All-Around,NA
6065,Vittoria Avanzini,F,21,NA,NA,Italy,1936,Gymnastics Women's Team All-Around,NA
6081,Ioannis Avelas,M,NA,NA,NA,Greece,1906,Gymnastics Men's Rope Climbing,NA
6089,Marshall Scott Avener,M,21,5.6,121,United States,1972,Gymnastics Men's Individual All-Around,NA
6257,Thirry Aymes,M,22,5.4,139,France,1996,Gymnastics Men's Individual All-Around,NA
6300,Albert Azaryan,M,27,5.7,159,Soviet Union,1956,Gymnastics Men's Individual All-Around,NA
6301,Eduard Azaryan,M,22,5.7,150,Soviet Union,1980,Gymnastics Men's Individual All-Around,NA
6322,Moldir Azimbay,F,16,5.3,NA,Kazakhstan,2012,Gymnastics Women's Individual All-Around,NA
6449,Rudolf Babiak,M,24,5.2,117,Czechoslovakia,1980,Gymnastics Men's Individual All-Around,NA
6518,Walter Bach,M,26,NA,NA,Switzerland,1936,Gymnastics Men's Individual All-Around,NA
6549,Albert Bachmann,M,29,NA,NA,Switzerland,1936,Gymnastics Men's Individual All-Around,NA
6557,"Ulrich ""Ueli"" Bachmann",M,26,5.6,139,Switzerland,1976,Gymnastics Men's Individual All-Around,NA
6571,Todor G. Bachvarov,M,24,5.5,132,Bulgaria,1960,Gymnastics Men's Individual All-Around,NA
6582,Helge Gustaf Samuel Bckander,M,28,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
6658,Ren Badell Pollar,M,24,5.7,168,Cuba,1972,Gymnastics Men's Individual All-Around,NA
6679,Raymond Badin,M,24,NA,NA,France,1952,Gymnastics Men's Individual All-Around,NA
6711,Bae Eun-Mi,F,15,5.1,95,South Korea,1988,Gymnastics Women's Individual All-Around,NA
6741,Monique Baelden (-Gorski),F,26,5.3,123,France,1964,Gymnastics Women's Individual All-Around,NA
6790,Mihai Florin Bagiu,M,25,NA,NA,United States,1996,Gymnastics Men's Individual All-Around,NA
6862,Teofila Biau,F,24,NA,NA,Romania,1952,Gymnastics Women's Individual All-Around,NA
6892,George Bailey,M,NA,NA,NA,Great Britain,1908,Gymnastics Men's Individual All-Around,NA
6955,Svetlana Nikolayevna Baitova,F,16,5,86,Soviet Union,1988,Gymnastics Women's Individual All-Around,NA
6967,Jaroslava Bajerov,F,26,NA,NA,Czechoslovakia,1936,Gymnastics Women's Team All-Around,Silver
6971,Nataa Bajin-ljepica,F,23,5.2,108,Yugoslavia,1968,Gymnastics Women's Individual All-Around,NA
6994,"Ladislava Aloisie ""Laddie"" Bakanic (Hniz-)",F,24,NA,NA,United States,1948,Gymnastics Women's Team All-Around,Bronze
7029,P. A. Baker,M,NA,NA,NA,Great Britain,1908,Gymnastics Men's Team All-Around,NA
7121,Mara Rosa Balaguer Torres,F,18,NA,NA,Spain,1960,Gymnastics Women's Individual All-Around,NA
7132,Aleksandr Sergeyevich Balandin,M,23,5.4,121,Russia,2012,Gymnastics Men's Team All-Around,NA
7161,Bernadett Balzs,F,17,5.3,110,Hungary,1992,Gymnastics Women's Individual All-Around,NA
7162,Erzsbet Balzs (-Baranyai),F,27,NA,NA,Hungary,1948,Gymnastics Women's Team All-Around,Silver
7256,Eugen Balint,M,25,NA,NA,Romania,1952,Gymnastics Men's Individual All-Around,NA
7355,Ildik Balog,F,14,5,104,Hungary,1992,Gymnastics Women's Individual All-Around,NA
7365,Zoltan Balogh,M,21,NA,NA,Romania,1952,Gymnastics Men's Individual All-Around,NA
7373,Balossier,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
7444,Oana Mihaela Ban,F,18,4.6,79,Romania,2004,Gymnastics Women's Individual All-Around,NA
7490,gnes Bnfai,F,21,5.2,115,Hungary,1968,Gymnastics Women's Individual All-Around,NA
7509,Ognyan Bangiev,M,24,5.5,139,Bulgaria,1980,Gymnastics Men's Individual All-Around,NA
7557,"Lawrence Shyres ""Larry"" Banner",M,24,5.9,152,United States,1960,Gymnastics Men's Individual All-Around,NA
7577,Imre Bnrvi,M,21,5.5,132,Hungary,1976,Gymnastics Men's Individual All-Around,NA
7588,Helmut Bantz,M,30,NA,NA,Germany,1952,Gymnastics Men's Individual All-Around,NA
7589,Melanie Louise Banville,F,17,5.2,115,Canada,2004,Gymnastics Women's Individual All-Around,NA
7592,Bruno Banzer,M,25,5.7,143,Liechtenstein,1972,Gymnastics Men's Individual All-Around,NA
7645,"Ronald S. ""Ron"" Barak",M,21,5.6,141,United States,1964,Gymnastics Men's Individual All-Around,NA
7687,Lszl Baranyai,M,28,NA,NA,Hungary,1948,Gymnastics Men's Individual All-Around,NA
7756,Laurent Barbiri,M,23,5.5,141,France,1984,Gymnastics Men's Individual All-Around,NA
7757,Marcello Barbieri,M,25,5.6,159,Italy,1996,Gymnastics Men's Individual All-Around,NA
7769,Jade Fernandes Barbosa,F,17,5,99,Brazil,2008,Gymnastics Women's Individual All-Around,NA
7914,Magorzata Barlak-Kamasiska,F,20,5.2,119,Poland,1972,Gymnastics Women's Individual All-Around,NA
8002,Albert Barodet,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
8015,Marian Emma Barone (Twining-),F,24,NA,NA,United States,1948,Gymnastics Women's Team All-Around,Bronze
8068,Alejandro Barrenechea Jayo,M,24,5.4,148,Spain,2000,Gymnastics Men's Individual All-Around,NA
8111,W. F. Barrett,M,NA,NA,NA,Great Britain,1908,Gymnastics Men's Team All-Around,NA
8114,Francisco Carlos Barretto Jnior,M,26,5.7,159,Brazil,2016,Gymnastics Men's Individual All-Around,NA
8190,Maurice Joseph Barry,M,23,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
8301,"Terence J. ""Terry"" Bartlett",M,20,5.7,157,Great Britain,1984,Gymnastics Men's Individual All-Around,NA
8346,Joanna Danuta Bartosz (-Bronarska),F,18,5.1,93,Poland,1972,Gymnastics Women's Individual All-Around,NA
8350,Daniela Brtov (-Breckov),F,18,5.3,141,Czechoslovakia,1992,Gymnastics Women's Individual All-Around,NA
8379,Anita Brwirth (-Hardekopf),F,17,NA,NA,Germany,1936,Gymnastics Women's Team All-Around,Gold
8399,"Franois ""Nol"" Bas",M,22,NA,NA,France,1900,Gymnastics Men's Individual All-Around,Silver
8413,M. Bascher,M,NA,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
8466,Dragica Basleti,F,31,NA,NA,Yugoslavia,1948,Gymnastics Women's Team All-Around,NA
8474,"Raymond Henry ""Benny"" Bass",M,22,5.5,130,United States,1932,Gymnastics Men's Rope Climbing,Gold
8528,Cristian Ioan Bag,M,24,5.6,137,Romania,2012,Gymnastics Men's Team All-Around,NA
8532,Mathilde Bataille,F,NA,NA,NA,France,1928,Gymnastics Women's Team All-Around,NA
8630,Kerry Battersby (-Agg),F,15,5.3,115,Australia,1984,Gymnastics Women's Individual All-Around,NA
8686,Anne-Marie Bauduin,F,16,4.8,88,France,1988,Gymnastics Women's Individual All-Around,NA
8721,Thophile Bauer,M,NA,NA,NA,Belgium,1920,Gymnastics Men's Team All-Around,Silver
8727,Maritta Bauerschmidt (-Grieig),F,18,5.2,95,East Germany,1968,Gymnastics Women's Individual All-Around,NA
8751,Christian Baumann,M,21,5.3,132,Switzerland,2016,Gymnastics Men's Team All-Around,NA
8821,Otto Thomas Bauscher,M,25,NA,NA,Great Britain,1906,Gymnastics Men's Individual All-Around,NA
8824,Nereida Gloria Bauta Soles,F,18,5.1,110,Cuba,1968,Gymnastics Women's Individual All-Around,NA
8887,Bayer,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
8890,Gustav Adolf Herman Bayer,M,25,NA,NA,Norway,1920,"Gymnastics Men's Team All-Around, Free System",Silver
8914,Kerry Bayliss (-Lindsay),F,18,5.2,90,Australia,1980,Gymnastics Women's Individual All-Around,NA
8956,Jalal Bazargan-Vali,M,34,5.6,132,Iran,1964,Gymnastics Men's Individual All-Around,NA
8990,Patrizia Bazzi,F,15,5.1,95,Switzerland,1972,Gymnastics Women's Individual All-Around,NA
9008,"Thomas Applegate ""Tom"" Beach",M,21,5.4,119,United States,1976,Gymnastics Men's Individual All-Around,NA
9078,Julie Beaulieu,F,17,5.1,106,Canada,2000,Gymnastics Women's Individual All-Around,NA
9187,Walter Beck,M,28,NA,NA,Switzerland,1936,Gymnastics Men's Individual All-Around,NA
9199,Cornelus Lambertus Josephus Becker,M,21,NA,NA,Netherlands,1908,Gymnastics Men's Individual All-Around,NA
9207,Liliane Becker,F,17,5.2,112,Luxembourg,1960,Gymnastics Women's Individual All-Around,NA
9227,Astrid Beckers,F,18,5.3,110,West Germany,1984,Gymnastics Women's Individual All-Around,NA
9228,Franz Ernst Beckert,M,29,NA,NA,Germany,1936,Gymnastics Men's Individual All-Around,NA
9253,"Mikael ""Mike"" Beckmann",M,20,5.6,141,West Germany,1988,Gymnastics Men's Individual All-Around,NA
9254,"Richard Andrew ""Dick"" Beckner",M,28,5.5,141,United States,1956,Gymnastics Men's Individual All-Around,NA
9255,"John Gilbert ""Jack"" Beckner",M,22,6,170,United States,1952,Gymnastics Men's Individual All-Around,NA
9256,Elvira Johanna Maria Becks,F,16,NA,NA,Netherlands,1992,Gymnastics Women's Individual All-Around,NA
9294,"Janice May ""Jan"" Bedford (-Pyke)",F,19,5,112,Australia,1964,Gymnastics Women's Individual All-Around,NA
9315,Carol Bed,M,21,NA,NA,Romania,1952,Gymnastics Men's Individual All-Around,NA
9346,Monika Beer,F,15,5.4,110,Switzerland,1984,Gymnastics Women's Individual All-Around,NA
9392,Kieran Philip Behan,M,23,5.3,143,Ireland,2012,Gymnastics Men's Floor Exercise,NA
9402,Charles Behm,M,29,NA,NA,Luxembourg,1912,Gymnastics Men's Team All-Around,NA
9419,Holger Behrendt,M,24,5.3,132,East Germany,1988,Gymnastics Men's Individual All-Around,NA
9438,Gnter Beier,M,26,5.5,134,East Germany,1968,Gymnastics Men's Individual All-Around,NA
9470,Gza Bejek,M,26,5.3,128,Hungary,1960,Gymnastics Men's Individual All-Around,NA
9471,Nicolae Bejenaru,M,20,5.3,130,Romania,1988,Gymnastics Men's Individual All-Around,NA
9492,Ilona Bksi,F,14,5.4,121,Hungary,1968,Gymnastics Women's Individual All-Around,NA
9493,Sndor Bksi,M,31,5.4,141,Hungary,1960,Gymnastics Men's Individual All-Around,NA
9537,Teja Belak,F,22,5.2,106,Slovenia,2016,Gymnastics Women's Horse Vault,NA
9550,Aleksandr Gennadyevich Belanovsky,M,24,NA,NA,Belarus,1996,Gymnastics Men's Individual All-Around,NA
9568,Nuria Belchi Ibez,F,15,5,90,Spain,1988,Gymnastics Women's Individual All-Around,NA
9576,Jaime Belenguer Hervs,M,23,NA,NA,Spain,1960,Gymnastics Men's Individual All-Around,NA
9578,Valeri Belenki,M,22,5.3,130,Unified Team,1992,Gymnastics Men's Individual All-Around,Bronze
9646,Margaret Ann Bell,F,23,4.7,88,Great Britain,1968,Gymnastics Women's Individual All-Around,NA
9683,Rose-Eliandre Bellemare,F,18,5.2,84,France,2008,Gymnastics Women's Individual All-Around,NA
9733,Ettore Bellotto,M,25,NA,NA,Italy,1920,Gymnastics Men's Team All-Around,Gold
9822,Vladimir Timofeyevich Belyakov,M,34,NA,NA,Soviet Union,1952,Gymnastics Men's Individual All-Around,NA
9829,David Sagitovich Belyavsky,M,20,5.4,121,Russia,2012,Gymnastics Men's Individual All-Around,NA
9940,Ralli Ben-Yehuda,F,25,5.2,115,Israel,1960,Gymnastics Women's Individual All-Around,NA
9977,Mria Bencsik,F,20,5.4,115,Hungary,1960,Gymnastics Women's Individual All-Around,NA
10029,Ole Benediktson,M,23,5.7,139,Denmark,1972,Gymnastics Men's Individual All-Around,NA
10040,Waltraud Benesch,F,19,5.4,128,Austria,1960,Gymnastics Women's Individual All-Around,NA
10044,Pavel Benetka,M,27,NA,NA,Czechoslovakia,1948,Gymnastics Men's Individual All-Around,NA
10060,Bengt Folke Bengtsson,M,22,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
10131,Max Benker,M,27,5.5,152,Switzerland,1960,Gymnastics Men's Individual All-Around,NA
10203,Francesca Benolli,F,18,5.3,117,Italy,2008,Gymnastics Women's Individual All-Around,NA
10265,Pierre-Yves Bny,M,21,5.4,132,France,2004,Gymnastics Men's Individual All-Around,NA
10267,Carl Richard Benyon,M,20,5.2,119,Great Britain,1984,Gymnastics Men's Individual All-Around,NA
10295,Marius Daniel Berbecar,M,27,5.4,128,Romania,2012,Gymnastics Men's Team All-Around,NA
10307,Meinrad Berchtold,M,20,5.3,123,Switzerland,1964,Gymnastics Men's Individual All-Around,NA
10312,Istvn Brczi,M,27,5.6,143,Hungary,1972,Gymnastics Men's Individual All-Around,NA
10317,Iosif Konstantinovich Berdiyev,M,27,NA,NA,Soviet Union,1952,Gymnastics Men's Individual All-Around,NA
10330,Ernesto Beren,M,18,5.2,121,Philippines,1968,Gymnastics Men's Individual All-Around,NA
10349,Oleksandr Mykolaiovych Beresh,M,22,5.6,141,Ukraine,2000,Gymnastics Men's Individual All-Around,Bronze
10377,Bernard Berg,M,NA,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
